exp,method,map,dataset,n_agents,share_fraction,n_access,steps,seed,tasks_completed,fails,collisions,coll_obstacle,coll_robot,rrt_calls,wall_s
R2_scripted_map2,scripted_alternative,map2,alternative,4,0.0,0,2000,15,194,9,256,0,256,5,71.15
R1_libvariants_map2,lib_filter,map2,original,6,0.0,0,2000,15,269,61,593,0,593,60,51.52
R4_online_cap300_map2,online_cap300,map2,rrt_online,6,0.0,0,2000,15,437,466,609,0,609,1199,29.07
R4_online_cap1000_map2,online_cap1000,map2,rrt_online,6,0.0,0,2000,15,341,52,436,0,436,608,50.68
R1_libvariants_map2,lib_regen,map2,original,6,0.0,0,2000,15,344,56,443,0,443,21,97.5
R1_libvariants_map2,lib_repair,map2,original,6,0.0,0,2000,15,280,50,599,0,599,25,108.69
R5_transfer_map3,hybrid_map3lib,map3,map3lib,4,0.0,0,2000,15,181,40,285,0,285,34,141.9
R2_scripted_map2,scripted_alternative,map2,alternative,6,0.0,0,2000,15,291,19,600,0,600,7,127.51
R2_scripted_map2,scripted_original,map2,original,6,0.0,0,2000,15,290,45,1046,560,486,25,151.6
R3_prioritized_map2,prioritized,map2,prioritized,8,0.0,0,2000,15,717,2,75,0,75,801,5.79
R1_libvariants_map2,lib_filter,map2,original,8,0.0,0,2000,15,359,105,916,0,916,102,99.59
R5_transfer_map3,hybrid_original,map3,original,8,0.0,0,2000,14,122,489,4647,3861,786,159,443.26
R4_online_cap300_map2,online_cap300,map2,rrt_online,8,0.0,0,2000,15,550,744,1019,0,1019,1765,47.57
R4_online_cap1000_map2,online_cap1000,map2,rrt_online,8,0.0,0,2000,15,427,104,1046,0,1046,1072,73.59
R1_libvariants_map2,lib_repair,map2,original,8,0.0,0,2000,15,373,90,942,0,942,33,162.17
R1_libvariants_map2,lib_regen,map2,original,8,0.0,0,2000,15,421,72,750,0,750,36,135.88
R5_transfer_map3,hybrid_original,map3,original,4,0.0,0,2000,15,69,255,2200,2018,182,71,297.92
R5_transfer_map3,hybrid_map3lib,map3,map3lib,6,0.0,0,2000,15,256,72,694,0,694,45,220.75
R3_prioritized_map2,prioritized,map2,prioritized,10,0.0,0,2000,15,896,6,112,0,112,1024,12.6
R2_scripted_map2,scripted_original,map2,original,8,0.0,0,2000,15,361,62,1772,830,942,33,193.71
R2_scripted_map2,scripted_alternative,map2,alternative,8,0.0,0,2000,15,381,23,915,0,915,10,167.29
R4_online_cap300_map2,online_cap300,map2,rrt_online,10,0.0,0,2000,15,701,1004,1619,0,1619,2476,56.89
R4_online_cap1000_map2,online_cap1000,map2,rrt_online,10,0.0,0,2000,15,512,138,1212,0,1212,1291,91.67
R1_libvariants_map2,lib_filter,map2,original,10,0.0,0,2000,15,453,142,1530,0,1530,141,182.61
R5_transfer_map3,hybrid_map3lib,map3,map3lib,10,0.0,0,2000,14,424,145,2106,0,2106,98,535.56
R1_libvariants_map2,lib_filter,map2,original,2,0.0,0,2000,16,94,15,94,0,94,21,13.42
R1_libvariants_map2,lib_repair,map2,original,2,0.0,0,2000,16,98,6,24,0,24,3,22.72
R1_libvariants_map2,lib_regen,map2,original,2,0.0,0,2000,16,116,4,24,0,24,6,23.38
R1_libvariants_map2,lib_repair,map2,original,10,0.0,0,2000,15,422,140,1729,0,1729,42,196.99
R3_prioritized_map2,prioritized,map2,prioritized,2,0.0,0,2000,16,166,1,4,0,4,172,3.06
R5_transfer_map3,hybrid_original,map3,original,6,0.0,0,2000,15,100,357,3160,2783,377,96,397.18
R4_online_cap1000_map2,online_cap1000,map2,rrt_online,2,0.0,0,2000,16,124,5,28,0,28,146,11.53
R4_online_cap300_map2,online_cap300,map2,rrt_online,2,0.0,0,2000,16,148,128,41,0,41,299,9.72
R2_scripted_map2,scripted_original,map2,original,2,0.0,0,2000,16,95,12,255,200,55,7,48.88
R2_scripted_map2,scripted_alternative,map2,alternative,2,0.0,0,2000,16,99,2,28,0,28,2,30.75
R2_scripted_map2,scripted_original,map2,original,10,0.0,0,2000,15,459,91,2219,942,1277,60,233.21
R5_transfer_map3,hybrid_map3lib,map3,map3lib,2,0.0,0,2000,16,97,20,18,0,18,6,30.97
R1_libvariants_map2,lib_regen,map2,original,10,0.0,0,2000,15,520,114,1545,0,1545,35,244.02
R3_prioritized_map2,prioritized,map2,prioritized,4,0.0,0,2000,16,332,3,15,0,15,353,6.55
R5_transfer_map3,hybrid_original,map3,original,10,0.0,0,2000,14,150,613,5729,4606,1123,172,663.76
R5_transfer_map3,hybrid_map3lib,map3,map3lib,8,0.0,0,2000,15,371,88,1238,0,1238,50,324.72
R1_libvariants_map2,lib_filter,map2,original,4,0.0,0,2000,16,200,30,217,0,217,35,56.4
R4_online_cap300_map2,online_cap300,map2,rrt_online,4,0.0,0,2000,16,295,290,192,0,192,685,17.59
R4_online_cap1000_map2,online_cap1000,map2,rrt_online,4,0.0,0,2000,16,226,26,172,0,172,344,25.2
R1_libvariants_map2,lib_repair,map2,original,4,0.0,0,2000,16,189,28,235,0,235,10,51.69
R2_scripted_map2,scripted_alternative,map2,alternative,10,0.0,0,2000,15,433,60,1534,0,1534,28,255.86
R1_libvariants_map2,lib_regen,map2,original,4,0.0,0,2000,16,221,28,194,0,194,4,60.94
R2_scripted_map2,scripted_alternative,map2,alternative,4,0.0,0,2000,16,189,9,160,0,160,10,66.84
R3_prioritized_map2,prioritized,map2,prioritized,6,0.0,0,2000,16,498,3,34,0,34,539,8.18
R2_scripted_map2,scripted_original,map2,original,4,0.0,0,2000,16,179,26,611,445,166,16,89.34
R5_transfer_map3,hybrid_original,map3,original,2,0.0,0,2000,16,29,118,992,944,48,27,146.37
R1_libvariants_map2,lib_filter,map2,original,6,0.0,0,2000,16,274,53,652,0,652,65,72.44
R4_online_cap300_map2,online_cap300,map2,rrt_online,6,0.0,0,2000,16,415,471,556,0,556,1178,33.07
R1_libvariants_map2,lib_regen,map2,original,6,0.0,0,2000,16,321,50,401,0,401,16,85.14
R4_online_cap1000_map2,online_cap1000,map2,rrt_online,6,0.0,0,2000,16,321,49,493,0,493,611,45.96
R1_libvariants_map2,lib_repair,map2,original,6,0.0,0,2000,16,265,57,694,0,694,25,101.37
R5_transfer_map3,hybrid_map3lib,map3,map3lib,4,0.0,0,2000,16,165,42,273,0,273,36,129.26
R2_scripted_map2,scripted_alternative,map2,alternative,6,0.0,0,2000,16,281,18,380,0,380,6,102.29
R3_prioritized_map2,prioritized,map2,prioritized,8,0.0,0,2000,16,672,3,86,0,86,769,9.61
R5_transfer_map3,hybrid_original,map3,original,8,0.0,0,2000,15,139,472,4413,3600,813,130,526.4
R2_scripted_map2,scripted_original,map2,original,6,0.0,0,2000,16,279,40,1146,660,486,33,151.45
R5_transfer_map3,hybrid_original,map3,original,4,0.0,0,2000,16,70,225,1996,1881,115,62,188.73
R1_libvariants_map2,lib_filter,map2,original,8,0.0,0,2000,16,342,91,1008,0,1008,114,86.87
R4_online_cap300_map2,online_cap300,map2,rrt_online,8,0.0,0,2000,16,560,712,930,0,930,1723,47.54
R4_online_cap1000_map2,online_cap1000,map2,rrt_online,8,0.0,0,2000,16,405,89,882,0,882,943,75.23
R1_libvariants_map2,lib_repair,map2,original,8,0.0,0,2000,16,354,81,958,0,958,35,134.61
R1_libvariants_map2,lib_regen,map2,original,8,0.0,0,2000,16,429,59,741,0,741,34,154.0
R2_scripted_map2,scripted_alternative,map2,alternative,8,0.0,0,2000,16,359,31,914,0,914,15,171.06
R2_scripted_map2,scripted_original,map2,original,8,0.0,0,2000,16,337,60,1724,797,927,36,208.77
R3_prioritized_map2,prioritized,map2,prioritized,10,0.0,0,2000,16,847,7,118,0,118,981,17.94
R1_libvariants_map2,lib_filter,map2,original,10,0.0,0,2000,16,442,116,1376,0,1376,166,137.79
R5_transfer_map3,hybrid_map3lib,map3,map3lib,6,0.0,0,2000,16,269,52,546,0,546,62,278.8
R4_online_cap300_map2,online_cap300,map2,rrt_online,10,0.0,0,2000,16,682,979,1636,0,1636,2484,62.29
R1_libvariants_map2,lib_filter,map2,original,2,0.0,0,2000,17,101,15,31,0,31,17,15.55
R4_online_cap1000_map2,online_cap1000,map2,rrt_online,10,0.0,0,2000,16,500,152,1422,0,1422,1365,104.86
R5_transfer_map3,hybrid_map3lib,map3,map3lib,10,0.0,0,2000,15,424,126,2141,0,2141,96,598.54
R1_libvariants_map2,lib_repair,map2,original,2,0.0,0,2000,17,99,11,48,0,48,6,23.72
R1_libvariants_map2,lib_repair,map2,original,10,0.0,0,2000,16,431,111,1552,0,1552,61,232.01
R3_prioritized_map2,prioritized,map2,prioritized,2,0.0,0,2000,17,175,0,3,0,3,180,0.85
R4_online_cap1000_map2,online_cap1000,map2,rrt_online,2,0.0,0,2000,17,117,8,17,0,17,137,7.34
R1_libvariants_map2,lib_regen,map2,original,2,0.0,0,2000,17,119,9,20,0,20,1,25.36
R4_online_cap300_map2,online_cap300,map2,rrt_online,2,0.0,0,2000,17,149,115,17,0,17,278,8.24
R2_scripted_map2,scripted_original,map2,original,2,0.0,0,2000,17,102,3,181,166,15,3,34.21
R1_libvariants_map2,lib_regen,map2,original,10,0.0,0,2000,16,523,117,1427,0,1427,44,252.86
R5_transfer_map3,hybrid_original,map3,original,6,0.0,0,2000,16,89,352,3323,2865,458,117,424.25
R2_scripted_map2,scripted_alternative,map2,alternative,2,0.0,0,2000,17,101,3,60,0,60,1,32.52
R5_transfer_map3,hybrid_original,map3,original,10,0.0,0,2000,15,149,616,5943,4761,1182,183,729.19
R2_scripted_map2,scripted_alternative,map2,alternative,10,0.0,0,2000,16,407,47,1403,0,1403,26,245.02
R2_scripted_map2,scripted_original,map2,original,10,0.0,0,2000,16,423,101,2623,987,1636,53,269.19
R3_prioritized_map2,prioritized,map2,prioritized,4,0.0,0,2000,17,345,1,11,0,11,361,3.8
R5_transfer_map3,hybrid_map3lib,map3,map3lib,2,0.0,0,2000,17,87,15,33,0,33,12,41.54
R1_libvariants_map2,lib_filter,map2,original,4,0.0,0,2000,17,192,31,158,0,158,44,40.57
R4_online_cap300_map2,online_cap300,map2,rrt_online,4,0.0,0,2000,17,274,250,253,0,253,640,18.09
R4_online_cap1000_map2,online_cap1000,map2,rrt_online,4,0.0,0,2000,17,223,26,194,0,194,351,26.14
R1_libvariants_map2,lib_repair,map2,original,4,0.0,0,2000,17,188,31,219,0,219,13,56.25
R1_libvariants_map2,lib_regen,map2,original,4,0.0,0,2000,17,224,22,216,0,216,13,62.0
R2_scripted_map2,scripted_original,map2,original,4,0.0,0,2000,17,178,27,647,471,176,9,65.41
R2_scripted_map2,scripted_alternative,map2,alternative,4,0.0,0,2000,17,204,12,172,0,172,3,57.95
R3_prioritized_map2,prioritized,map2,prioritized,6,0.0,0,2000,17,514,1,33,0,33,554,3.52
R5_transfer_map3,hybrid_map3lib,map3,map3lib,8,0.0,0,2000,16,344,90,1225,0,1225,71,410.9
R5_transfer_map3,hybrid_original,map3,original,2,0.0,0,2000,17,38,101,996,951,45,31,124.13
R1_libvariants_map2,lib_filter,map2,original,6,0.0,0,2000,17,256,54,460,0,460,77,52.69
R4_online_cap300_map2,online_cap300,map2,rrt_online,6,0.0,0,2000,17,425,425,527,0,527,1132,21.38
R4_online_cap1000_map2,online_cap1000,map2,rrt_online,6,0.0,0,2000,17,335,68,481,0,481,626,35.32
R1_libvariants_map2,lib_repair,map2,original,6,0.0,0,2000,17,283,54,530,0,530,31,75.96
R5_transfer_map3,hybrid_map3lib,map3,map3lib,4,0.0,0,2000,17,179,32,230,0,230,25,85.87
R1_libvariants_map2,lib_regen,map2,original,6,0.0,0,2000,17,336,37,348,0,348,16,70.37
R5_transfer_map3,hybrid_original,map3,original,8,0.0,0,2000,16,126,485,4559,3927,632,130,520.74
R2_scripted_map2,scripted_alternative,map2,alternative,6,0.0,0,2000,17,270,13,473,0,473,12,105.77
R2_scripted_map2,scripted_original,map2,original,6,0.0,0,2000,17,284,33,924,508,416,19,120.55
R3_prioritized_map2,prioritized,map2,prioritized,8,0.0,0,2000,17,694,3,79,0,79,783,8.28
R1_libvariants_map2,lib_filter,map2,original,8,0.0,0,2000,17,348,100,892,0,892,111,96.69
R5_transfer_map3,hybrid_original,map3,original,4,0.0,0,2000,17,65,220,2010,1860,150,71,191.72
R4_online_cap300_map2,online_cap300,map2,rrt_online,8,0.0,0,2000,17,562,695,987,0,987,1760,45.88
R1_libvariants_map2,lib_regen,map2,original,8,0.0,0,2000,17,437,90,761,0,761,17,128.14
R4_online_cap1000_map2,online_cap1000,map2,rrt_online,8,0.0,0,2000,17,426,103,896,0,896,984,65.64
R1_libvariants_map2,lib_repair,map2,original,8,0.0,0,2000,17,352,79,1115,0,1115,40,146.7
R5_transfer_map3,hybrid_map3lib,map3,map3lib,6,0.0,0,2000,17,272,64,660,0,660,54,194.2
R2_scripted_map2,scripted_alternative,map2,alternative,8,0.0,0,2000,17,363,27,844,0,844,22,165.65
R3_prioritized_map2,prioritized,map2,prioritized,10,0.0,0,2000,17,866,3,131,0,131,1010,10.05
R2_scripted_map2,scripted_original,map2,original,8,0.0,0,2000,17,348,66,1769,801,968,52,222.04
R4_online_cap300_map2,online_cap300,map2,rrt_online,10,0.0,0,2000,17,696,1003,1490,0,1490,2408,64.46
R5_transfer_map3,hybrid_map3lib,map3,map3lib,10,0.0,0,2000,16,413,139,2016,0,2016,95,507.27
R1_libvariants_map2,lib_filter,map2,original,2,0.0,0,2000,18,106,8,22,0,22,12,12.5
R4_online_cap1000_map2,online_cap1000,map2,rrt_online,10,0.0,0,2000,17,505,144,1363,0,1363,1285,100.14
R1_libvariants_map2,lib_filter,map2,original,10,0.0,0,2000,17,433,144,1561,0,1561,147,190.18
R1_libvariants_map2,lib_repair,map2,original,2,0.0,0,2000,18,111,12,20,0,20,2,26.0
R1_libvariants_map2,lib_regen,map2,original,2,0.0,0,2000,18,122,17,53,0,53,0,29.24
R3_prioritized_map2,prioritized,map2,prioritized,2,0.0,0,2000,18,179,0,5,0,5,186,0.94
R1_libvariants_map2,lib_regen,map2,original,10,0.0,0,2000,17,505,107,1489,0,1489,47,189.71
R4_online_cap1000_map2,online_cap1000,map2,rrt_online,2,0.0,0,2000,18,123,6,28,0,28,147,10.22
R4_online_cap300_map2,online_cap300,map2,rrt_online,2,0.0,0,2000,18,152,122,34,0,34,294,9.01
R2_scripted_map2,scripted_original,map2,original,2,0.0,0,2000,18,114,7,191,165,26,3,31.51
R5_transfer_map3,hybrid_original,map3,original,6,0.0,0,2000,17,100,336,3090,2710,380,110,375.92
R1_libvariants_map2,lib_repair,map2,original,10,0.0,0,2000,17,427,116,1498,0,1498,58,229.18
R2_scripted_map2,scripted_alternative,map2,alternative,2,0.0,0,2000,18,108,3,17,0,17,1,30.46
R2_scripted_map2,scripted_original,map2,original,10,0.0,0,2000,17,423,116,2425,991,1434,60,226.96
R2_scripted_map2,scripted_alternative,map2,alternative,10,0.0,0,2000,17,424,49,1485,0,1485,22,216.98
R3_prioritized_map2,prioritized,map2,prioritized,4,0.0,0,2000,18,358,1,15,0,15,377,3.51
R1_libvariants_map2,lib_filter,map2,original,4,0.0,0,2000,18,203,30,165,0,165,38,39.1
R4_online_cap1000_map2,online_cap1000,map2,rrt_online,4,0.0,0,2000,18,236,25,201,0,201,355,23.88
R5_transfer_map3,hybrid_map3lib,map3,map3lib,2,0.0,0,2000,18,93,17,53,0,53,15,59.32
R4_online_cap300_map2,online_cap300,map2,rrt_online,4,0.0,0,2000,18,297,278,156,0,156,667,18.7
R1_libvariants_map2,lib_repair,map2,original,4,0.0,0,2000,18,189,29,172,0,172,9,56.71
R5_transfer_map3,hybrid_original,map3,original,10,0.0,0,2000,16,149,625,5916,4810,1106,171,726.48
R1_libvariants_map2,lib_regen,map2,original,4,0.0,0,2000,18,222,25,179,0,179,10,57.67
R2_scripted_map2,scripted_alternative,map2,alternative,4,0.0,0,2000,18,196,7,174,0,174,5,65.32
R2_scripted_map2,scripted_original,map2,original,4,0.0,0,2000,18,182,20,643,446,197,17,94.62
R3_prioritized_map2,prioritized,map2,prioritized,6,0.0,0,2000,18,535,1,33,0,33,575,4.12
R5_transfer_map3,hybrid_map3lib,map3,map3lib,8,0.0,0,2000,17,335,107,1205,0,1205,78,381.04
R5_transfer_map3,hybrid_original,map3,original,2,0.0,0,2000,18,37,104,883,865,18,33,136.36
R1_libvariants_map2,lib_filter,map2,original,6,0.0,0,2000,18,281,63,584,0,584,63,68.38
R4_online_cap300_map2,online_cap300,map2,rrt_online,6,0.0,0,2000,18,435,485,553,0,553,1210,30.55
R4_online_cap1000_map2,online_cap1000,map2,rrt_online,6,0.0,0,2000,18,311,58,524,0,524,630,44.46
R1_libvariants_map2,lib_regen,map2,original,6,0.0,0,2000,18,331,55,435,0,435,10,86.59
R1_libvariants_map2,lib_repair,map2,original,6,0.0,0,2000,18,276,44,624,0,624,27,115.15
R5_transfer_map3,hybrid_map3lib,map3,map3lib,4,0.0,0,2000,18,171,45,252,0,252,30,128.33
R2_scripted_map2,scripted_original,map2,original,6,0.0,0,2000,18,288,31,935,557,378,22,132.79
R3_prioritized_map2,prioritized,map2,prioritized,8,0.0,0,2000,18,703,1,81,0,81,792,7.01
R2_scripted_map2,scripted_alternative,map2,alternative,6,0.0,0,2000,18,284,14,544,0,544,10,127.34
R1_libvariants_map2,lib_filter,map2,original,8,0.0,0,2000,18,355,111,939,0,939,90,102.93
R4_online_cap300_map2,online_cap300,map2,rrt_online,8,0.0,0,2000,18,554,702,1022,0,1022,1770,47.02
R5_transfer_map3,hybrid_original,map3,original,8,0.0,0,2000,17,142,457,4343,3496,847,156,566.55
R4_online_cap1000_map2,online_cap1000,map2,rrt_online,8,0.0,0,2000,18,427,100,802,0,802,948,73.39
R5_transfer_map3,hybrid_original,map3,original,4,0.0,0,2000,18,58,249,2200,1940,260,56,250.58
R1_libvariants_map2,lib_repair,map2,original,8,0.0,0,2000,18,338,106,1150,0,1150,25,162.71
R1_libvariants_map2,lib_regen,map2,original,8,0.0,0,2000,18,436,67,853,0,853,19,180.67
R5_transfer_map3,hybrid_map3lib,map3,map3lib,6,0.0,0,2000,18,273,56,746,0,746,53,244.06
R3_prioritized_map2,prioritized,map2,prioritized,10,0.0,0,2000,18,870,3,122,0,122,1005,8.44
R5_transfer_map3,hybrid_map3lib,map3,map3lib,10,0.0,0,2000,17,425,129,2071,0,2071,93,522.8
R2_scripted_map2,scripted_original,map2,original,8,0.0,0,2000,18,347,71,1850,888,962,34,228.61
R1_libvariants_map2,lib_filter,map2,original,10,0.0,0,2000,18,438,122,1525,0,1525,151,145.81
R2_scripted_map2,scripted_alternative,map2,alternative,8,0.0,0,2000,18,371,29,891,0,891,20,249.23
R4_online_cap300_map2,online_cap300,map2,rrt_online,10,0.0,0,2000,18,708,981,1510,0,1510,2500,62.49
R1_libvariants_map2,lib_filter,map2,original,2,0.0,0,2000,19,98,10,34,0,34,13,15.5
R4_online_cap1000_map2,online_cap1000,map2,rrt_online,10,0.0,0,2000,18,507,147,1445,0,1445,1341,102.56
R1_libvariants_map2,lib_regen,map2,original,10,0.0,0,2000,18,515,118,1334,0,1334,54,196.19
R1_libvariants_map2,lib_repair,map2,original,2,0.0,0,2000,19,102,7,62,0,62,2,20.63
R3_prioritized_map2,prioritized,map2,prioritized,2,0.0,0,2000,19,172,0,1,0,1,175,1.04
R4_online_cap1000_map2,online_cap1000,map2,rrt_online,2,0.0,0,2000,19,116,6,36,0,36,141,8.12
R1_libvariants_map2,lib_regen,map2,original,2,0.0,0,2000,19,119,13,35,0,35,2,23.16
R4_online_cap300_map2,online_cap300,map2,rrt_online,2,0.0,0,2000,19,145,111,43,0,43,277,5.33
R2_scripted_map2,scripted_original,map2,original,2,0.0,0,2000,19,91,13,217,192,25,8,32.95
R2_scripted_map2,scripted_alternative,map2,alternative,2,0.0,0,2000,19,99,0,29,0,29,2,21.72
R1_libvariants_map2,lib_repair,map2,original,10,0.0,0,2000,18,428,129,1852,0,1852,42,239.48
R5_transfer_map3,hybrid_original,map3,original,6,0.0,0,2000,18,93,355,3350,2840,510,97,430.98
R5_transfer_map3,hybrid_map3lib,map3,map3lib,2,0.0,0,2000,19,83,12,37,0,37,13,27.98
R2_scripted_map2,scripted_original,map2,original,10,0.0,0,2000,18,434,106,2387,958,1429,50,237.65
R3_prioritized_map2,prioritized,map2,prioritized,4,0.0,0,2000,19,346,0,19,0,19,368,1.64
R2_scripted_map2,scripted_alternative,map2,alternative,10,0.0,0,2000,18,433,41,1481,0,1481,17,207.84
R1_libvariants_map2,lib_filter,map2,original,4,0.0,0,2000,19,201,36,165,0,165,43,32.2
R4_online_cap1000_map2,online_cap1000,map2,rrt_online,4,0.0,0,2000,19,220,20,152,0,152,308,17.09
R4_online_cap300_map2,online_cap300,map2,rrt_online,4,0.0,0,2000,19,290,267,193,0,193,652,13.34
R1_libvariants_map2,lib_regen,map2,original,4,0.0,0,2000,19,223,25,235,0,235,9,42.13
R1_libvariants_map2,lib_repair,map2,original,4,0.0,0,2000,19,190,21,244,0,244,14,49.58
R2_scripted_map2,scripted_alternative,map2,alternative,4,0.0,0,2000,19,192,7,192,0,192,3,45.45
R2_scripted_map2,scripted_original,map2,original,4,0.0,0,2000,19,187,34,597,443,154,15,61.0
R5_transfer_map3,hybrid_original,map3,original,2,0.0,0,2000,19,32,110,1059,1030,29,30,98.31
R3_prioritized_map2,prioritized,map2,prioritized,6,0.0,0,2000,19,527,0,34,0,34,565,2.56
R1_libvariants_map2,lib_filter,map2,original,6,0.0,0,2000,19,280,62,559,0,559,71,42.42
R4_online_cap1000_map2,online_cap1000,map2,rrt_online,6,0.0,0,2000,19,326,52,523,0,523,645,34.63
R4_online_cap300_map2,online_cap300,map2,rrt_online,6,0.0,0,2000,19,431,515,599,0,599,1251,25.47
R5_transfer_map3,hybrid_map3lib,map3,map3lib,8,0.0,0,2000,18,336,87,1205,0,1205,79,393.52
R1_libvariants_map2,lib_regen,map2,original,6,0.0,0,2000,19,331,45,491,0,491,10,76.51
R5_transfer_map3,hybrid_original,map3,original,10,0.0,0,2000,17,148,609,5801,4689,1112,195,821.93
R5_transfer_map3,hybrid_map3lib,map3,map3lib,4,0.0,0,2000,19,179,41,400,0,400,29,98.88
R1_libvariants_map2,lib_repair,map2,original,6,0.0,0,2000,19,280,46,583,0,583,15,98.92
R2_scripted_map2,scripted_original,map2,original,6,0.0,0,2000,19,275,43,993,578,415,24,121.29
R2_scripted_map2,scripted_alternative,map2,alternative,6,0.0,0,2000,19,277,21,595,0,595,11,121.78
R3_prioritized_map2,prioritized,map2,prioritized,8,0.0,0,2000,19,697,1,75,0,75,781,9.17
R5_transfer_map3,hybrid_original,map3,original,4,0.0,0,2000,19,66,243,1966,1865,101,60,220.69
R1_libvariants_map2,lib_filter,map2,original,8,0.0,0,2000,19,362,95,1060,0,1060,124,123.24
R5_transfer_map3,hybrid_original,map3,original,8,0.0,0,2000,18,151,496,4384,3780,604,145,545.65
R4_online_cap300_map2,online_cap300,map2,rrt_online,8,0.0,0,2000,19,535,665,1252,0,1252,1830,53.84
R4_online_cap1000_map2,online_cap1000,map2,rrt_online,8,0.0,0,2000,19,413,80,808,0,808,904,73.31
R1_libvariants_map2,lib_repair,map2,original,8,0.0,0,2000,19,339,96,985,0,985,42,139.08
R5_transfer_map3,hybrid_map3lib,map3,map3lib,10,0.0,0,2000,18,410,136,2042,0,2042,91,437.77
R1_libvariants_map2,lib_regen,map2,original,8,0.0,0,2000,19,427,71,908,0,908,19,183.98
R3_prioritized_map2,prioritized,map2,prioritized,10,0.0,0,2000,19,869,1,136,0,136,1015,8.99
R5_transfer_map3,hybrid_map3lib,map3,map3lib,6,0.0,0,2000,19,277,51,715,0,715,45,219.97
R2_scripted_map2,scripted_original,map2,original,8,0.0,0,2000,19,345,62,1813,878,935,45,215.29
R2_scripted_map2,scripted_alternative,map2,alternative,8,0.0,0,2000,19,364,23,814,0,814,28,231.41
R4_online_cap300_map2,online_cap300,map2,rrt_online,10,0.0,0,2000,19,700,1095,1519,0,1519,2532,64.89
R1_libvariants_map2,lib_filter,map2,original,2,0.0,0,2000,20,102,15,11,0,11,11,16.89
R1_libvariants_map2,lib_filter,map2,original,10,0.0,0,2000,19,433,136,1534,0,1534,167,191.04
R4_online_cap1000_map2,online_cap1000,map2,rrt_online,10,0.0,0,2000,19,510,172,1386,0,1386,1353,114.75
R1_libvariants_map2,lib_repair,map2,original,2,0.0,0,2000,20,103,12,38,0,38,6,24.4
R1_libvariants_map2,lib_regen,map2,original,10,0.0,0,2000,19,525,104,1401,0,1401,36,210.69
R3_prioritized_map2,prioritized,map2,prioritized,2,0.0,0,2000,20,181,0,3,0,3,186,0.89
R1_libvariants_map2,lib_regen,map2,original,2,0.0,0,2000,20,121,6,42,0,42,4,25.01
R4_online_cap1000_map2,online_cap1000,map2,rrt_online,2,0.0,0,2000,20,110,8,30,0,30,132,11.38
R4_online_cap300_map2,online_cap300,map2,rrt_online,2,0.0,0,2000,20,153,107,45,0,45,287,8.66
R1_libvariants_map2,lib_repair,map2,original,10,0.0,0,2000,19,427,127,1555,0,1555,47,238.46
R2_scripted_map2,scripted_original,map2,original,2,0.0,0,2000,20,100,8,254,235,19,5,39.76
R2_scripted_map2,scripted_alternative,map2,alternative,2,0.0,0,2000,20,100,3,35,0,35,1,31.01
R2_scripted_map2,scripted_original,map2,original,10,0.0,0,2000,19,412,101,2484,1067,1417,69,253.42
R1_libvariants_map2,lib_filter,map2,original,4,0.0,0,2000,20,197,28,208,0,208,39,32.28
R5_transfer_map3,hybrid_map3lib,map3,map3lib,2,0.0,0,2000,20,94,7,45,0,45,15,33.13
R3_prioritized_map2,prioritized,map2,prioritized,4,0.0,0,2000,20,364,0,14,0,14,382,2.1
R2_scripted_map2,scripted_alternative,map2,alternative,10,0.0,0,2000,19,437,52,1497,0,1497,25,241.43
R1_libvariants_map2,lib_repair,map2,original,4,0.0,0,2000,20,187,26,274,0,274,18,62.15
R4_online_cap1000_map2,online_cap1000,map2,rrt_online,4,0.0,0,2000,20,221,36,211,0,211,366,35.47
R4_online_cap300_map2,online_cap300,map2,rrt_online,4,0.0,0,2000,20,281,267,264,0,264,674,22.62
R1_libvariants_map2,lib_regen,map2,original,4,0.0,0,2000,20,219,23,208,0,208,7,67.9
R5_transfer_map3,hybrid_original,map3,original,2,0.0,0,2000,20,28,109,979,949,30,24,102.71
R2_scripted_map2,scripted_original,map2,original,4,0.0,0,2000,20,185,21,631,476,155,10,75.44
R2_scripted_map2,scripted_alternative,map2,alternative,4,0.0,0,2000,20,187,12,206,0,206,4,77.03
R5_transfer_map3,hybrid_map3lib,map3,map3lib,8,0.0,0,2000,19,344,98,1209,0,1209,77,411.0
R3_prioritized_map2,prioritized,map2,prioritized,6,0.0,0,2000,20,538,0,34,0,34,578,3.41
R1_libvariants_map2,lib_filter,map2,original,6,0.0,0,2000,20,260,64,626,0,626,69,78.03
R5_transfer_map3,hybrid_original,map3,original,10,0.0,0,2000,18,149,612,5768,4664,1104,197,845.03
R4_online_cap300_map2,online_cap300,map2,rrt_online,6,0.0,0,2000,20,416,497,611,0,611,1216,29.93
R5_transfer_map3,hybrid_map3lib,map3,map3lib,4,0.0,0,2000,20,183,26,233,0,233,23,113.11
R4_online_cap1000_map2,online_cap1000,map2,rrt_online,6,0.0,0,2000,20,331,46,434,0,434,588,48.11
R1_libvariants_map2,lib_repair,map2,original,6,0.0,0,2000,20,278,48,449,0,449,23,106.76
R5_transfer_map3,hybrid_original,map3,original,6,0.0,0,2000,19,84,348,3250,2918,332,102,617.25
R1_libvariants_map2,lib_regen,map2,original,6,0.0,0,2000,20,328,45,498,0,498,12,107.71
R2_scripted_map2,scripted_original,map2,original,6,0.0,0,2000,20,280,37,1068,596,472,22,115.96
